TABLE NO.  2
 ID          CE          G11         H11         DV          PRED        RES         WRES
  1.0000E+00  1.0000E+01  1.3788E+01  1.0000E+00  1.2031E+01  1.9011E+01 -6.9800E+00 -2.2880E+00
  1.0000E+00  1.0000E+01  1.3788E+01  1.0000E+00  1.9082E+01  1.9011E+01  7.0965E-02  3.0176E-01
  1.0000E+00  1.0000E+01  1.3788E+01  1.0000E+00  1.5082E+01  1.9011E+01 -3.9290E+00 -1.1674E+00
  2.0000E+00  1.0000E-04  2.5101E-03  1.0000E+00  7.8849E+01  7.9054E+01 -2.0479E-01 -7.5213E-02
  2.0000E+00  1.0000E-04  2.5101E-03  1.0000E+00  7.8945E+01  7.9054E+01 -1.0879E-01 -3.9953E-02
  2.0000E+00  1.0000E-04  2.5101E-03  1.0000E+00  8.0607E+01  7.9054E+01  1.5532E+00  5.7049E-01
  2.0000E+00  1.0000E-03  2.5086E-02  1.0000E+00  7.6954E+01  7.9031E+01 -2.0773E+00 -7.6296E-01
  2.0000E+00  1.0000E-03  2.5086E-02  1.0000E+00  7.8599E+01  7.9031E+01 -4.3232E-01 -1.5876E-01
  2.0000E+00  1.0000E-03  2.5086E-02  1.0000E+00  7.9481E+01  7.9031E+01  4.4968E-01  1.6519E-01
  2.0000E+00  1.0000E-02  2.4943E-01  1.0000E+00  7.8734E+01  7.8807E+01 -7.3374E-02 -2.6660E-02
  2.0000E+00  1.0000E-02  2.4943E-01  1.0000E+00  7.9968E+01  7.8807E+01  1.1606E+00  4.2658E-01
  2.0000E+00  1.0000E-02  2.4943E-01  1.0000E+00  7.5158E+01  7.8807E+01 -3.6494E+00 -1.3401E+00
  2.0000E+00  1.0000E-01  2.3581E+00  1.0000E+00  7.2883E+01  7.6636E+01 -3.7528E+00 -1.3756E+00
  2.0000E+00  1.0000E-01  2.3581E+00  1.0000E+00  7.5536E+01  7.6636E+01 -1.0998E+00 -4.0120E-01
  2.0000E+00  1.0000E-01  2.3581E+00  1.0000E+00  7.9753E+01  7.6636E+01  3.1172E+00  1.1477E+00
  2.0000E+00  1.0000E+00  1.4461E+01  1.0000E+00  6.2148E+01  6.0080E+01  2.0677E+00  7.7631E-01
  2.0000E+00  1.0000E+00  1.4461E+01  1.0000E+00  6.1293E+01  6.0080E+01  1.2127E+00  4.6228E-01
  2.0000E+00  1.0000E+00  1.4461E+01  1.0000E+00  5.9780E+01  6.0080E+01 -3.0028E-01 -9.3437E-02
  2.0000E+00  1.0000E+01  1.4400E+01  1.0000E+00  1.6645E+01  1.9011E+01 -2.3660E+00 -8.5215E-01
  2.0000E+00  1.0000E+01  1.4400E+01  1.0000E+00  1.8945E+01  1.9011E+01 -6.6035E-02 -7.3807E-03
  2.0000E+00  1.0000E+01  1.4400E+01  1.0000E+00  1.7880E+01  1.9011E+01 -1.1310E+00 -3.9855E-01
  3.0000E+00  1.0000E-04  2.4437E-03  1.0000E+00  8.3157E+01  7.9054E+01  4.1032E+00  1.5071E+00
  3.0000E+00  1.0000E-04  2.4437E-03  1.0000E+00  7.6247E+01  7.9054E+01 -2.8068E+00 -1.0309E+00
  3.0000E+00  1.0000E-04  2.4437E-03  1.0000E+00  8.2274E+01  7.9054E+01  3.2202E+00  1.1827E+00
  3.0000E+00  1.0000E-03  2.4423E-02  1.0000E+00  8.0654E+01  7.9031E+01  1.6227E+00  5.9588E-01
  3.0000E+00  1.0000E-03  2.4423E-02  1.0000E+00  8.4028E+01  7.9031E+01  4.9967E+00  1.8351E+00
  3.0000E+00  1.0000E-03  2.4423E-02  1.0000E+00  7.7504E+01  7.9031E+01 -1.5273E+00 -5.6109E-01
  3.0000E+00  1.0000E-02  2.4288E-01  1.0000E+00  8.2242E+01  7.8807E+01  3.4346E+00  1.2604E+00
  3.0000E+00  1.0000E-02  2.4288E-01  1.0000E+00  7.7475E+01  7.8807E+01 -1.3324E+00 -4.9051E-01
  3.0000E+00  1.0000E-02  2.4288E-01  1.0000E+00  7.8874E+01  7.8807E+01  6.6626E-02  2.3335E-02
  3.0000E+00  1.0000E-01  2.2995E+00  1.0000E+00  7.5135E+01  7.6636E+01 -1.5008E+00 -5.6197E-01
  3.0000E+00  1.0000E-01  2.2995E+00  1.0000E+00  7.2652E+01  7.6636E+01 -3.9838E+00 -1.4740E+00
  3.0000E+00  1.0000E-01  2.2995E+00  1.0000E+00  7.8648E+01  7.6636E+01  2.0122E+00  7.2833E-01
  3.0000E+00  1.0000E+00  1.4260E+01  1.0000E+00  5.8152E+01  6.0080E+01 -1.9283E+00 -7.7427E-01
  3.0000E+00  1.0000E+00  1.4260E+01  1.0000E+00  5.8186E+01  6.0080E+01 -1.8943E+00 -7.6178E-01
  3.0000E+00  1.0000E+00  1.4260E+01  1.0000E+00  6.3623E+01  6.0080E+01  3.5427E+00  1.2352E+00
  3.0000E+00  1.0000E+01  1.4600E+01  1.0000E+00  1.7404E+01  1.9011E+01 -1.6070E+00 -6.5636E-01
  3.0000E+00  1.0000E+01  1.4600E+01  1.0000E+00  2.5292E+01  1.9011E+01  6.2810E+00  2.2408E+00
  3.0000E+00  1.0000E+01  1.4600E+01  1.0000E+00  1.8723E+01  1.9011E+01 -2.8804E-01 -1.7190E-01
  4.0000E+00  1.0000E-04  2.3279E-03  1.0000E+00  7.8446E+01  7.9054E+01 -6.0779E-01 -2.2327E-01
  4.0000E+00  1.0000E-04  2.3279E-03  1.0000E+00  8.0220E+01  7.9054E+01  1.1662E+00  4.2831E-01
  4.0000E+00  1.0000E-04  2.3279E-03  1.0000E+00  7.7873E+01  7.9054E+01 -1.1808E+00 -4.3373E-01
  4.0000E+00  1.0000E-03  2.3267E-02  1.0000E+00  8.3323E+01  7.9031E+01  4.2917E+00  1.5759E+00
  4.0000E+00  1.0000E-03  2.3267E-02  1.0000E+00  7.9009E+01  7.9031E+01 -2.2321E-02 -8.5592E-03
  4.0000E+00  1.0000E-03  2.3267E-02  1.0000E+00  7.7446E+01  7.9031E+01 -1.5853E+00 -5.8264E-01
  4.0000E+00  1.0000E-02  2.3144E-01  1.0000E+00  7.6957E+01  7.8807E+01 -1.8504E+00 -6.8322E-01
  4.0000E+00  1.0000E-02  2.3144E-01  1.0000E+00  7.9115E+01  7.8807E+01  3.0763E-01  1.0940E-01
  4.0000E+00  1.0000E-02  2.3144E-01  1.0000E+00  7.8829E+01  7.8807E+01  2.1626E-02  4.3560E-03
  4.0000E+00  1.0000E-01  2.1968E+00  1.0000E+00  7.7301E+01  7.6636E+01  6.6521E-01  2.1041E-01
  4.0000E+00  1.0000E-01  2.1968E+00  1.0000E+00  7.1636E+01  7.6636E+01 -4.9998E+00 -1.8703E+00
  4.0000E+00  1.0000E-01  2.1968E+00  1.0000E+00  6.9404E+01  7.6636E+01 -7.2318E+00 -2.6901E+00
  4.0000E+00  1.0000E+00  1.3893E+01  1.0000E+00  6.3849E+01  6.0080E+01  3.7687E+00  1.1758E+00
  4.0000E+00  1.0000E+00  1.3893E+01  1.0000E+00  5.7784E+01  6.0080E+01 -2.2963E+00 -1.0519E+00
  4.0000E+00  1.0000E+00  1.3893E+01  1.0000E+00  5.9217E+01  6.0080E+01 -8.6328E-01 -5.2555E-01
  4.0000E+00  1.0000E+01  1.4960E+01  1.0000E+00  2.4501E+01  1.9011E+01  5.4900E+00  1.8077E+00
  4.0000E+00  1.0000E+01  1.4960E+01  1.0000E+00  2.2284E+01  1.9011E+01  3.2730E+00  9.9340E-01
  4.0000E+00  1.0000E+01  1.4960E+01  1.0000E+00  2.2873E+01  1.9011E+01  3.8620E+00  1.2097E+00
